, 서울,gu,dong,school_name,school_walk_min,time_gangnam,time_yeouido,time_cityhall,complex_name,building_type,year_built,complex_size,households,layout_type,rooms,bathrooms,pyeong,peak_price,current_price,price_jeonse,drop_from_peak_pct,expert_comment,risk_comment,jeonse_ratio,price_gap
2059,영등포2,영등포, 영등포구 국회대로54길 10,서울당중초,5 ,38 ,10 ,22 ,당산반도유보라,준신축,2010 ,소단지,299 ,계단식,3 ,2 ,33 ,148900 ,170000 ,82000 ,14%,,,0.48 ,88000 
2303,중구2,중구, 중구 다산로 32,동호초등학교,5 ,25 ,40 ,20 ,남산타운,준신축,2002 ,대단지,5150 ,계단식,3 ,2 ,33 ,159000 ,170000 ,70000 ,7%,,,0.41 ,100000 
887,동대문2,동대문, 동대문구 이문로 107,서울이문초,6 ,48 ,42 ,38 ,이문아이파크자이,신축,2025 ,대단지,4169 ,계단식,3 ,2 ,33 ,0 ,172000 ,68000 ,#DIV/0!,,,0.40 ,104000 
615,광진2,광진,광진구 광나루로56길 29,서울구남초,5 ,25 ,42 ,38 ,현대프라임,구축,1997 ,대단지,1592 ,복도식,2 ,1 ,25 ,130000 ,172500 ,57000 ,33%,,,0.33 ,115500 
244,강동2,강동, 강동구 천호대로 1077 (천호동 571),서울천동초,10 ,35 ,38 ,35 ,래미안강동팰리스,신축,2017 ,중단지,999 ,계단식,3 ,2 ,33 ,176000 ,173000 ,90000 ,-2%,,,0.52 ,83000 
948,동작2,동작, 동작구 상도로 346-1,서울상도초,5 ,20 ,25 ,30 ,힐스테이트상도프레스티지,준신축,2013 ,중단지,882 ,계단식,3 ,2 ,34 ,157000 ,173000 ,82000 ,10%,,,0.47 ,91000 
1109,동작3,동작, 동작구 여의대방로 186,서울영화초,8 ,36 ,12 ,34 ,대방e편한세상1차,준신축,2003 ,중단지,609 ,계단식,3 ,2 ,32 ,157500 ,173000 ,78000 ,10%,,,0.45 ,95000 
1996,영등포1,영등포, 영등포구 국회대로52길 11,서울영중초,5 ,38 ,10 ,18 ,아크로타워스퀘어,신축,2017 ,대단지,1221 ,계단식,3 ,2 ,25 ,144000 ,173000 ,74000 ,20%,,,0.43 ,99000 
666,광진1,광진,광진구 광나루로 592,서울구의초,4 ,32 ,48 ,37 ,광장청구,구축,1996 ,중단지,654 ,복도식,3 ,1 ,28 ,123500 ,174000 ,69000 ,41%,,,0.40 ,105000 
1574,성동2,성동, 성동구 무학봉길 93,서울무학초,4 ,32 ,30 ,22 ,금호두산,구축,1994 ,대단지,1267 ,복도식,3 ,2 ,31 ,140000 ,174000 ,65000 ,24%,,,0.37 ,109000 
293,강동2,강동, 강동구 고덕로 131 (암사동 414-2),서울명일초,6 ,50 ,55 ,48 ,강동롯데캐슬퍼스트,준신축,2008 ,대단지,3226 ,계단식,3 ,2 ,25 ,132000 ,175000 ,70000 ,33%,,,0.40 ,105000 
467,강서1,강서,강서구 마곡서1로 111,서울공진초,7 ,51 ,24 ,38 ,마곡 마곡엠밸리4,준신축,2014 ,소단지,420 ,계단식,3 ,2 ,33 ,129000 ,175000 ,86000 ,36%,,,0.49 ,89000 
947,동대문2,동대문, 동대문구 무학로 156,서울종암초,5 ,34 ,31 ,24 ,e편한세상청계센트럴포레,신축,2021 ,중단지,823 ,계단식,3 ,2 ,25 ,142000 ,175000 ,69000 ,23%,,,0.39 ,106000 
1014,동작2,동작, 동작구 상도로 247,서울상도초,7 ,18 ,24 ,32 ,상도파크자이,신축,2016 ,소단지,471 ,계단식,3 ,2 ,29 ,160000 ,175000 ,78000 ,9%,,,0.45 ,97000 
1035,동작2,동작, 동작구 상도로 341-3,서울상도초,5 ,20 ,25 ,30 ,상도더샵1차,준신축,2007 ,대단지,1122 ,계단식,3 ,2 ,24 ,129000 ,175000 ,63000 ,36%,,,0.36 ,112000 
1178,마포3,마포, 마포구 토정로 11,서울망원초,10 ,48 ,20 ,32 ,마포한강아이파크,신축,2019 ,소단지,385 ,계단식,3 ,2 ,33 ,170500 ,175000 ,100000 ,3%,,,0.57 ,75000 
1557,성동2,성동, 성동구 응봉로 15,서울응봉초,7 ,28 ,30 ,25 ,대림강변타운,준신축,2001 ,대단지,1150 ,계단식,3 ,1 ,25 ,128000 ,175000 ,58000 ,37%,,,0.33 ,117000 
1660,성북1,성북, 성북구 래미안로 33,서울미아초,3 ,45 ,42 ,30 ,래미안길음센터피스,신축,2019 ,대단지,2352 ,계단식,3 ,2 ,33 ,155000 ,175000 ,90000 ,13%,,,0.51 ,85000 
1940,양천2,양천, 양천구 목동중앙본로 86,서울정목초,5 ,45 ,25 ,32 ,목동현대,구축,1997 ,중단지,972 ,계단식,3 ,2 ,33 ,158000 ,175000 ,82000 ,11%,,,0.47 ,93000 
2043,영등포1,영등포, 영등포구 당산로 205,서울당서초,5 ,32 ,10 ,22 ,당산현대5차,준신축,2000 ,중단지,976 ,계단식,3 ,2 ,33 ,150000 ,175000 ,72000 ,17%,,,0.41 ,103000 
2282,중구2,중구, 중구 중림로 21,봉래초등학교,5 ,45 ,20 ,10 ,중림사이버빌리지,준신축,2001 ,중단지,712 ,계단식,3 ,2 ,33 ,150000 ,175000 ,80000 ,17%,,,0.46 ,95000 
654,광진1,광진,광진구 광장로 7,서울광장초,3 ,30 ,46 ,36 ,광장현대파크빌10,준신축,2000 ,대단지,1170 ,계단식,3 ,1 ,25 ,152600 ,176000 ,65000 ,15%,,,0.37 ,111000 
1499,성동3,성동, 성동구 난계로 20,서울무학초,10 ,35 ,30 ,20 ,왕십리자이,신축,2017 ,중단지,713 ,계단식,3 ,2 ,25 ,140000 ,176000 ,75000 ,26%,,,0.43 ,101000 
218,강동1,강동, 강동구 양재대로 1340 (둔촌동 170-1),서울둔촌/위례,5 ,35 ,45 ,50 ,올림픽파크포레온,신축,2024 ,대단지,12032 ,복도식,2 ,1 ,18 ,0 ,177500 ,65000 ,#DIV/0!,,,0.37 ,112500 
387,강서2,강서,강서구 양천로 646,서울염동초,3 ,40 ,13 ,28 ,염창 e편한세상,신축,2019 ,소단지,499 ,계단식,3 ,2 ,33 ,152000 ,178000 ,100000 ,17%,,,0.56 ,78000 
1009,동작4,동작, 동작구 성대로37길 43,서울상도초,10 ,25 ,30 ,38 ,상도푸르지오클라베뉴,신축,2024 ,중단지,771 ,계단식,3 ,2 ,34 ,0 ,178000 ,85000 ,#DIV/0!,,,0.48 ,93000 
1823,송파4,송파, 송파구 거마로 75,서울마천초,5 ,40 ,55 ,55 ,송파시그니처롯데캐슬,신축,2021 ,대단지,1945 ,계단식,3 ,2 ,25 ,143000 ,178000 ,80000 ,24%,,,0.45 ,98000 
1151,마포1,마포, 마포구 신공덕동길 15,서울공덕초,8 ,38 ,15 ,15 ,신공덕래미안1차,준신축,2000 ,중단지,834 ,계단식,3 ,1 ,25 ,131000 ,179000 ,65000 ,37%,,,0.36 ,114000 
1169,마포1,마포, 마포구 백범로 205,서울공덕초,5 ,38 ,15 ,15 ,삼성공덕래미안2차,준신축,2004 ,중단지,683 ,계단식,3 ,2 ,25 ,139700 ,179000 ,70000 ,28%,,,0.39 ,109000 
290,강동3,강동, 강동구 신동아길 15 (길동 160),서울신명초,5 ,42 ,52 ,50 ,강동헤리티지자이,신축,2024 ,대단지,1299 ,계단식,3 ,2 ,25 ,0 ,179500 ,65000 ,#DIV/0!,,,0.36 ,114500 
616,광진2,광진,광진구 광나루로56길 29,서울구남초,5 ,25 ,42 ,38 ,현대프라임,구축,1997 ,대단지,1592 ,복도식,3 ,1 ,25 ,130000 ,179500 ,66000 ,38%,,,0.37 ,113500 
576,관악1,관악,관악구 성현로 80,서울봉현초,8 ,30 ,35 ,35 ,힐스테이트관악센트씨엘,신축,2025 ,중단지,997 ,계단식,3 ,2 ,33 ,0 ,180000 ,84000 ,#DIV/0!,,,0.47 ,96000 
661,광진1,광진,광진구 광나루로 619,서울광장초,5 ,32 ,48 ,38 ,광장현대5,구축,1989 ,중단지,581 ,계단식,2 ,1 ,25 ,148000 ,180000 ,60000 ,22%,,,0.33 ,120000 
912,동대문2,동대문, 동대문구 무학로 156,서울종암초,5 ,34 ,31 ,24 ,래미안엘리니티,신축,2022 ,대단지,1048 ,계단식,3 ,2 ,33 ,0 ,180000 ,100000 ,#DIV/0!,,,0.56 ,80000 
945,동대문2,동대문, 동대문구 무학로 156,서울종암초,5 ,34 ,31 ,24 ,e편한세상청계센트럴포레,신축,2021 ,중단지,823 ,계단식,3 ,2 ,33 ,159000 ,180000 ,90000 ,13%,,,0.50 ,90000 
1043,동작4,동작, 동작구 사당로2길 45,서울상현초,4 ,22 ,28 ,36 ,사당롯데캐슬골든포레,신축,2021 ,중단지,959 ,계단식,3 ,2 ,34 ,140000 ,180000 ,85000 ,29%,,,0.47 ,95000 
1214,마포3,마포, 마포구 도화길 42,서울도화초,6 ,40 ,15 ,20 ,도화현대홈타운,준신축,2000 ,중단지,914 ,계단식,3 ,2 ,33 ,139000 ,180000 ,69000 ,29%,,,0.38 ,111000 
1223,마포2,마포, 마포구 독막로 190,서울염리초,4 ,38 ,15 ,25 ,대흥태영,구축,1999 ,대단지,1992 ,복도식,3 ,1 ,25 ,130000 ,180000 ,67000 ,38%,,,0.37 ,113000 
1642,성북1,성북, 성북구 숭인로8길 80,서울미아초,6 ,48 ,45 ,32 ,롯데캐슬클라시아,신축,2022 ,대단지,2029 ,계단식,3 ,2 ,33 ,141000 ,180000 ,110000 ,28%,,,0.61 ,70000 
2019,영등포2,영등포, 영등포구 당산로 4,서울문래초,3 ,32 ,10 ,22 ,문래자이,준신축,2001 ,대단지,1302 ,계단식,3 ,2 ,33 ,164400 ,180000 ,78000 ,9%,,,0.43 ,102000 
2023,영등포2,영등포, 영등포구 신길로 29,서울대방초,3~7,32 ,12 ,25 ,래미안에스티움,신축,2017 ,대단지,1722 ,계단식,3 ,2 ,25 ,138500 ,180000 ,69000 ,30%,,,0.38 ,111000 
2028,영등포3,영등포, 영등포구 가마산로 465,서울영신초,6 ,38 ,12 ,25 ,더샵파크프레스티지,신축,2022 ,중단지,799 ,계단식,3 ,2 ,33 ,0 ,180000 ,87000 ,#DIV/0!,,,0.48 ,93000 
2098,용산3,용산, 용산구 원효로 210,서울원효초,5 ,38 ,12 ,18 ,삼성리버빌,준신축,2000 ,소단지,242 ,복도식,3 ,1 ,25 ,121500 ,180000 ,63000 ,48%,,,0.35 ,117000 
2102,용산4,용산, 용산구 새창로 7,서울원효초,7 ,35 ,15 ,18 ,도원삼성래미안,준신축,2001 ,대단지,1458 ,계단식,3 ,2 ,33 ,163000 ,180000 ,80000 ,10%,,,0.44 ,100000 
1314,서대문2,서대문, 서대문구 독립문로 15,서울미동초,6 ,45 ,28 ,15 ,돈의문센트레빌,준신축,2011 ,중단지,561 ,계단식,3 ,2 ,33 ,151000 ,181000 ,84000 ,20%,,,0.46 ,97000 
662,광진1,광진,광진구 광나루로 619,서울광장초,5 ,32 ,48 ,38 ,광장현대5,구축,1989 ,중단지,581 ,계단식,3 ,1 ,27 ,163000 ,182000 ,75000 ,12%,,,0.41 ,107000 
1034,동작2,동작, 동작구 상도로 341-3,서울상도초,5 ,20 ,25 ,30 ,상도더샵1차,준신축,2007 ,대단지,1122 ,계단식,3 ,2 ,32 ,148000 ,183000 ,78000 ,24%,,,0.43 ,105000 
242,강동1,강동, 강동구 양재대로 1650 (명일동 357),서울고명초,3 ,45 ,49 ,44 ,래미안솔베뉴,신축,2019 ,대단지,1900 ,계단식,3 ,2 ,25 ,143000 ,184000 ,80000 ,29%,,,0.43 ,104000 
631,광진2,광진,광진구 뚝섬로52길 22,서울신자초,5 ,20 ,35 ,35 ,자양 우성7차,구축,1998 ,중단지,625 ,계단식,3 ,2 ,33 ,149000 ,185000 ,95000 ,24%,,,0.51 ,90000 
633,광진2,광진,광진구 뚝섬로52길 34,서울신자초,4 ,18 ,34 ,34 ,자양 우성3차,구축,1989 ,소단지,464 ,계단식,3 ,2 ,33 ,170000 ,185000 ,75000 ,9%,,,0.41 ,110000 
1018,동작2,동작, 동작구 상도로 258,서울신상도초,5 ,20 ,26 ,33 ,상도역롯데캐슬파크엘,신축,2021 ,중단지,950 ,계단식,3 ,2 ,24 ,145800 ,185000 ,80000 ,27%,,,0.43 ,105000 
1019,동작2,동작, 동작구 상도로 258,서울신상도초,5 ,20 ,26 ,33 ,상도역롯데캐슬파크엘,신축,2021 ,중단지,950 ,계단식,3 ,2 ,29 ,0 ,185000 ,77000 ,#DIV/0!,,,0.42 ,108000 
1121,동작2,동작, 동작구 상도로 202,서울강남초,5 ,28 ,15 ,32 ,e편한세상상도노빌리티,신축,2018 ,중단지,893 ,계단식,3 ,2 ,25 ,154500 ,185000 ,78000 ,20%,,,0.42 ,107000 
1523,성동1,성동, 성동구 뚝섬로 414,서울경수초,5 ,25 ,35 ,30 ,성수아이파크,준신축,2003 ,중단지,656 ,계단식,3 ,2 ,33 ,165000 ,185000 ,83000 ,12%,,,0.45 ,102000 
1556,성동2,성동, 성동구 응봉로 15,서울응봉초,7 ,28 ,30 ,25 ,대림강변타운,준신축,2001 ,대단지,1150 ,계단식,3 ,2 ,33 ,163000 ,185000 ,75000 ,13%,,,0.41 ,110000 
1732,송파2,송파, 송파구 송파대로 345,서울해누리/가락초,5~10,25 ,45 ,48 ,헬리오시티,신축,2018 ,대단지,9510 ,계단식,2 ,1 ,18 ,129500 ,185000 ,80000 ,43%,,,0.43 ,105000 
1965,양천2,양천, 양천구 중앙로27길 22,서울남명초,5 ,48 ,25 ,35 ,래미안목동아델리체,신축,2021 ,대단지,1497 ,계단식,3 ,2 ,33 ,169000 ,185000 ,100000 ,9%,,,0.54 ,85000 
206,강남4,강남, 강남구 자곡로 55 (세곡동 588),서울세곡초,5 ,40 ,65 ,72 ,강남 세곡푸르지오,준신축,2012 ,중단지,912 ,계단식,3 ,2 ,30 ,164500 ,187000 ,78000 ,14%,,,0.42 ,109000 
699,구로1,구로,구로구 경인로 661,서울신도림초,3 ,33 ,13 ,23 ,신도림 4차e편한세상,준신축,2003 ,중단지,853 ,계단식,3 ,2 ,33 ,163500 ,187000 ,87000 ,14%,,,0.47 ,100000 
950,동작2,동작, 동작구 상도로 346-1,서울상도초,4 ,18 ,23 ,28 ,힐스테이트상도센트럴파크,준신축,2012 ,대단지,1559 ,계단식,3 ,2 ,33 ,162900 ,187000 ,87000 ,15%,,,0.47 ,100000 
1763,송파3,송파, 송파구 백제고분로18길 7,서울잠전초,5 ,15 ,32 ,40 ,잠실동 현대,구축,1990 ,소단지,336 ,계단식,3 ,1 ,26 ,123000 ,187000 ,77000 ,52%,,,0.41 ,110000 
657,광진1,광진,광진구 광장로1길 33,서울양진초,5 ,33 ,49 ,39 ,광장현대9,구축,1999 ,소단지,437 ,계단식,3 ,1 ,25 ,133000 ,188000 ,75000 ,41%,,,0.40 ,113000 
856,동대문1,동대문, 동대문구 답십리로1길 34,서울신답초,12 ,35 ,30 ,25 ,청량리롯데캐슬SKY-L65,신축,2023 ,대단지,1425 ,계단식,3 ,2 ,33 ,166500 ,188000 ,80000 ,13%,,,0.43 ,108000 
1062,동작3,동작, 동작구 동작대로29길 91,서울삼일초,6 ,20 ,25 ,32 ,사당 우성2단지,구축,1993 ,대단지,1080 ,복도식,3 ,2 ,33 ,148000 ,188000 ,70000 ,27%,,,0.37 ,118000 
1294,서대문2,서대문, 서대문구 통일로 231,서울안산초,4 ,42 ,28 ,12 ,서대문푸르지오센트럴파크,신축,2022 ,중단지,832 ,계단식,3 ,2 ,33 ,0 ,188000 ,90000 ,#DIV/0!,,,0.48 ,98000 
675,광진4,광진,광진구 아차산로 542,서울양남초,3 ,28 ,45 ,40 ,강변우성,구축,1992 ,소단지,354 ,계단식,3 ,2 ,29 ,139000 ,189000 ,74500 ,36%,,,0.39 ,114500 
1527,성동1,성동, 성동구 뚝섬로 420,서울경수초,4 ,25 ,35 ,30 ,성수 쌍용,구축,1997 ,중단지,777 ,계단식,3 ,1 ,25 ,140000 ,189000 ,65000 ,35%,,,0.34 ,124000 
179,강남2,강남, 강남구 개포로 109길 5 (개포동 175),서울개원초,5 ,25 ,45 ,55 ,개포대치2,구축,1992 ,대단지,1758 ,복도식,2 ,1 ,17 ,140000 ,190000 ,50000 ,36%,,,0.26 ,140000 
278,강동1,강동, 강동구 아리수로 50길 50 (고덕동 670),서울강동초,5 ,52 ,56 ,50 ,고덕래미안힐스테이트,신축,2016 ,대단지,3658 ,계단식,3 ,2 ,25 ,143000 ,190000 ,80000 ,33%,,,0.42 ,110000 
289,강동3,강동, 강동구 신동아길 15 (길동 160),서울신명초,5 ,42 ,52 ,50 ,강동헤리티지자이,신축,2024 ,대단지,1299 ,계단식,3 ,2 ,29 ,0 ,190000 ,80000 ,#DIV/0!,,,0.42 ,110000 
292,강동2,강동, 강동구 고덕로 131 (암사동 414-2),서울명일초,6 ,50 ,55 ,48 ,강동롯데캐슬퍼스트,준신축,2008 ,대단지,3226 ,계단식,3 ,2 ,33 ,164500 ,190000 ,80000 ,16%,,,0.42 ,110000 
655,광진1,광진,광진구 광장로 7,서울광장초,3 ,30 ,46 ,36 ,광장현대파크빌10,준신축,2000 ,대단지,1170 ,계단식,2 ,1 ,25 ,140700 ,190000 ,65000 ,35%,,,0.34 ,125000 
974,동작3,동작, 동작구 동작대로35길 20,서울동작초,5 ,22 ,28 ,35 ,이수힐스테이트,준신축,2013 ,중단지,680 ,계단식,3 ,2 ,24 ,145000 ,190000 ,110000 ,31%,,,0.58 ,80000 
983,동작3,동작, 동작구 사당로27길 60,서울남사초,6 ,25 ,30 ,38 ,이수 래미안로이파크,신축,2018 ,중단지,668 ,계단식,3 ,2 ,24 ,148500 ,190000 ,89000 ,28%,,,0.47 ,101000 
1468,성동3,성동, 성동구 행당로 82,서울행당초,5 ,30 ,25 ,18 ,행당한진타운,준신축,2000 ,대단지,2123 ,계단식,3 ,2 ,33 ,147000 ,190000 ,73000 ,29%,,,0.38 ,117000 
1498,성동3,성동, 성동구 난계로 20,서울무학초,10 ,35 ,30 ,20 ,왕십리자이,신축,2017 ,중단지,713 ,계단식,3 ,2 ,33 ,160000 ,190000 ,85000 ,19%,,,0.45 ,105000 
1764,송파3,송파, 송파구 백제고분로18길 7,서울잠전초,5 ,15 ,32 ,40 ,잠실동 현대,구축,1990 ,소단지,336 ,계단식,3 ,2 ,31 ,159500 ,190000 ,80000 ,19%,,,0.42 ,110000 
1937,양천1,양천, 양천구 신정로11길 40,서울양명초,5 ,42 ,22 ,32 ,목동힐스테이트,신축,2016 ,대단지,1081 ,계단식,3 ,2 ,25 ,150000 ,190000 ,85000 ,27%,,,0.45 ,105000 
1942,양천2,양천, 양천구 신정로 167,서울은정초,6 ,48 ,25 ,35 ,목동파크자이,신축,2019 ,소단지,356 ,계단식,3 ,2 ,33 ,160000 ,190000 ,95000 ,19%,,,0.50 ,95000 
2001,영등포3,영등포, 영등포구 신길로 136,서울대영초,4 ,35 ,15 ,25 ,신길센트럴자이,신축,2021 ,대단지,1008 ,계단식,3 ,2 ,33 ,168000 ,193000 ,83000 ,15%,,,0.43 ,110000 
2022,영등포2,영등포, 영등포구 신길로 29,서울대방초,3~7,32 ,12 ,25 ,래미안에스티움,신축,2017 ,대단지,1722 ,계단식,3 ,2 ,33 ,178500 ,193000 ,90000 ,8%,,,0.47 ,103000 
1231,마포1,마포, 마포구 마포대로14길 31,서울공덕초,8 ,38 ,18 ,18 ,공덕래미안5차,준신축,2011 ,중단지,794 ,계단식,3 ,2 ,25 ,149000 ,194000 ,79000 ,30%,,,0.41 ,115000 
1551,성동2,성동, 성동구 금호로 86,서울금양초,5 ,32 ,28 ,22 ,래미안하이리버,준신축,2012 ,중단지,847 ,계단식,3 ,2 ,25 ,152000 ,194000 ,73000 ,28%,,,0.38 ,121000 
230,강동2,강동, 강동구 고덕로 210 (명일동 15),서울고명초,4 ,48 ,52 ,46 ,삼익그린맨션2,구축,1983 ,대단지,2400 ,복도식,3 ,1 ,27 ,149000 ,195000 ,45000 ,31%,,,0.23 ,150000 
624,광진2,광진,광진구 뚝섬로56길 31,서울양남초,5 ,28 ,45 ,40 ,자양 현대홈타운 7차 ,준신축,2001 ,소단지,252 ,계단식,3 ,1 ,33 ,157000 ,195000 ,80000 ,24%,,,0.41 ,115000 
1875,송파3,송파, 송파구 가락로 210,서울가주초,5 ,28 ,45 ,48 ,가락쌍용1차,구축,1997 ,대단지,2064 ,계단식,3 ,1 ,24 ,147000 ,195000 ,70000 ,33%,,,0.36 ,125000 
665,광진1,광진,광진구 광나루로 592,서울구의초,4 ,32 ,48 ,37 ,광장청구,구축,1996 ,중단지,654 ,계단식,3 ,2 ,33 ,155000 ,198000 ,90000 ,28%,,,0.45 ,108000 
1817,송파4,송파, 송파구 충민로 151,서울문현초,7 ,32 ,50 ,52 ,송파파인타운6,준신축,2008 ,중단지,564 ,계단식,3 ,2 ,32 ,150000 ,199500 ,80000 ,33%,,,0.40 ,119500 
2280,중구2,중구, 중구 다산로 150,청구초등학교,3 ,35 ,35 ,15 ,청구e편한세상,준신축,2011 ,중단지,895 ,계단식,3 ,2 ,33 ,159000 ,199500 ,84000 ,25%,,,0.42 ,115500 
59,강남2,강남, 강남구 학동로68길 29 (삼성동 11),서울언북초,8 ,15 ,32 ,38 ,삼성힐스테이트2,준신축,2008 ,중단지,926 ,계단식,1 ,1 ,15 ,155000 ,200000 ,63000 ,29%,,,0.32 ,137000 
201,강남4,강남, 강남구 자곡로 175 (자곡동 618),서울자곡초,5 ,34 ,59 ,67 ,강남 자곡아이파크,준신축,2014 ,중단지,716 ,계단식,3 ,2 ,24 ,150000 ,200000 ,70000 ,33%,,,0.35 ,130000 
204,강남4,강남, 강남구 자곡로 55 (세곡동 588),서울세곡초,5 ,40 ,65 ,72 ,강남 세곡푸르지오,준신축,2012 ,중단지,912 ,계단식,3 ,2 ,33 ,175000 ,200000 ,82000 ,14%,,,0.41 ,118000 
277,강동1,강동, 강동구 아리수로 50길 50 (고덕동 670),서울강동초,5 ,52 ,56 ,50 ,고덕래미안힐스테이트,신축,2016 ,대단지,3658 ,계단식,3 ,2 ,28 ,153800 ,200000 ,85000 ,30%,,,0.43 ,115000 
1152,마포2,마포, 마포구 신공덕동길 15,서울공덕초,8 ,38 ,15 ,15 ,신공덕래미안1차,준신축,2000 ,중단지,834 ,계단식,3 ,2 ,33 ,158000 ,200000 ,75000 ,27%,,,0.38 ,125000 
1195,마포3,마포, 마포구 도화길 32,서울도화초,5 ,38 ,15 ,20 ,마포삼성,구축,1997 ,중단지,982 ,계단식,3 ,1 ,27 ,149500 ,200000 ,67000 ,34%,,,0.34 ,133000 
1813,송파3,송파, 송파구 송파대로 111,서울문현초,10 ,30 ,50 ,52 ,송파파크하비오푸르지오,신축,2016 ,중단지,999 ,계단식,3 ,2 ,35 ,184500 ,200000 ,91000 ,8%,,,0.46 ,109000 
1820,송파3,송파, 송파구 위례광장로 121,서울송례초,4 ,45 ,65 ,65 ,송파위례24단지꿈에그린,준신축,2013 ,대단지,1810 ,계단식,3 ,2 ,24 ,145000 ,200000 ,75000 ,38%,,,0.38 ,125000 
2105,용산3,용산, 용산구 원효로 151,서울원효초,6 ,40 ,15 ,22 ,강변삼성스위트,구축,1999 ,소단지,300 ,복도식,3 ,2 ,33 ,170000 ,200000 ,80000 ,18%,,,0.40 ,120000 
1323,서대문1,서대문, 서대문구 신촌로 257,서울북성초,5 ,42 ,25 ,12 ,e편한세상신촌,신축,2018 ,대단지,1910 ,계단식,3 ,2 ,25 ,151500 ,203000 ,79000 ,34%,,,0.39 ,124000 
281,강동1,강동, 강동구 고덕로 333 (고덕동 694),서울강덕초,4 ,53 ,58 ,52 ,고덕그라시움,신축,2019 ,대단지,4932 ,계단식,3 ,2 ,25 ,153000 ,205000 ,75000 ,34%,,,0.37 ,130000 
1822,송파3,송파, 송파구 위례광장로 121,서울송례초,4 ,45 ,65 ,65 ,송파위례24단지꿈에그린,준신축,2013 ,대단지,1810 ,계단식,3 ,2 ,31 ,140000 ,205000 ,90000 ,46%,,,0.44 ,115000 
1848,송파3,송파, 송파구 오금로 202,서울송파초,5 ,25 ,42 ,45 ,래미안송파파인탑,준신축,2012 ,중단지,794 ,계단식,3 ,2 ,26 ,166000 ,205000 ,92000 ,23%,,,0.45 ,113000 
1889,송파3,송파, 송파구 동남로 193,서울가동초,4 ,30 ,48 ,50 ,가락 래미안파크팰리스,준신축,2007 ,중단지,919 ,계단식,3 ,2 ,26 ,157000 ,205000 ,90000 ,31%,,,0.44 ,115000 
276,강동1,강동, 강동구 아리수로 50길 50 (고덕동 670),서울강동초,5 ,52 ,56 ,50 ,고덕래미안힐스테이트,신축,2016 ,대단지,3658 ,계단식,3 ,2 ,33 ,172000 ,208000 ,85000 ,21%,,,0.41 ,123000 
1512,성동1,성동, 성동구 독서당로 221,서울옥정초,5 ,22 ,28 ,25 ,옥수삼성,구축,1999 ,대단지,1114 ,복도식,3 ,1 ,25 ,142000 ,208000 ,68000 ,46%,,,0.33 ,140000 
1017,동작2,동작, 동작구 상도로 258,서울신상도초,5 ,20 ,26 ,33 ,상도역롯데캐슬파크엘,신축,2021 ,중단지,950 ,계단식,3 ,2 ,33 ,162500 ,208500 ,100000 ,28%,,,0.48 ,108500 
973,동작3,동작, 동작구 동작대로35길 20,서울동작초,5 ,22 ,28 ,35 ,이수힐스테이트,준신축,2013 ,중단지,680 ,계단식,3 ,2 ,33 ,166000 ,209000 ,110000 ,26%,,,0.53 ,99000 
26,강남3,강남, 강남구 광평로10길 15 (일원동 711),서울왕북초,3 ,28 ,45 ,50 ,일원 까치마을,구축,1993 ,대단지,1404 ,복도식,2 ,1 ,20 ,148800 ,210000 ,60000 ,41%,,,0.29 ,150000 
229,강동2,강동, 강동구 고덕로 210 (명일동 15),서울고명초,4 ,48 ,52 ,46 ,삼익그린맨션2,구축,1983 ,대단지,2400 ,계단식,3 ,2 ,33 ,165500 ,210000 ,65000 ,27%,,,0.31 ,145000 
964,동작1,동작, 동작구 흑석한강로 27,서울은로초,4 ,28 ,21 ,31 ,흑석 한강푸르지오,준신축,2012 ,중단지,863 ,계단식,3 ,2 ,33 ,180000 ,210000 ,84500 ,17%,,,0.40 ,125500 
982,동작3,동작, 동작구 사당로27길 60,서울남사초,6 ,25 ,30 ,38 ,이수 래미안로이파크,신축,2018 ,중단지,668 ,계단식,3 ,2 ,32 ,176000 ,210000 ,98000 ,19%,,,0.47 ,112000 
1074,동작3,동작, 동작구 사당로 113,서울남성초,3 ,16 ,24 ,34 ,사당 두산위브트레지움,준신축,2011 ,소단지,451 ,계단식,3 ,2 ,33 ,180000 ,210000 ,95000 ,17%,,,0.45 ,115000 
1398,서초4,서초, 서초구 바우뫼로7길 26,서울우면초,4 ,25 ,48 ,50 ,서초네이처힐4,준신축,2011 ,소단지,409 ,계단식,3 ,2 ,33 ,174500 ,210000 ,90000 ,20%,,,0.43 ,120000 
1521,성동2,성동, 성동구 왕십리로 410,서울숭신초,2 ,32 ,30 ,12 ,센트라스,신축,2016 ,대단지,2529 ,계단식,3 ,2 ,25 ,153000 ,210000 ,76500 ,37%,,,0.36 ,133500 
1761,송파3,송파, 송파구 올림픽로43길 9,서울풍납초,12 ,35 ,35 ,42 ,잠실올림픽공원아이파크,신축,2019 ,중단지,697 ,계단식,2 ,1 ,22 ,126000 ,210000 ,90000 ,67%,,,0.43 ,120000 
1821,송파3,송파, 송파구 위례광장로 121,서울송례초,4 ,45 ,65 ,65 ,송파위례24단지꿈에그린,준신축,2013 ,대단지,1810 ,계단식,3 ,2 ,35 ,167000 ,210000 ,95000 ,26%,,,0.45 ,115000 
