, 서울,gu,dong,school_name,school_walk_min,time_gangnam,time_yeouido,time_cityhall,complex_name,building_type,year_built,complex_size,households,layout_type,rooms,bathrooms,pyeong,peak_price,current_price,price_jeonse,drop_from_peak_pct,expert_comment,risk_comment,jeonse_ratio,price_gap
437,강서4,강서,강서구 금낭화로 222,서울삼정초,5 ,62 ,36 ,49 ,방화 동성,구축,1993 ,중단지,686 ,계단식,3 ,1 ,28 ,89500 ,80000 ,47000 ,-11%,,,0.59 ,33000 
714,구로3,구로,구로구 고척로52길 48,서울고척초,6 ,55 ,35 ,48 ,고척 벽산베스트블루밍,준신축,2010 ,소단지,339 ,계단식,3 ,2 ,24 ,82250 ,80000 ,43000 ,-3%,,,0.54 ,37000 
732,금천3,금천,금천구 시흥대로123길 11,서울독산초,6 ,42 ,26 ,38 ,독산 중앙하이츠빌,준신축,2004 ,중단지,554 ,계단식,3 ,2 ,33 ,86000 ,80000 ,48000 ,-7%,,,0.60 ,32000 
786,노원3,노원, 노원구 광운로 66,서울선곡초,4 ,45 ,42 ,32 ,공릉 동신,구축,1999 ,소단지,452 ,계단식,3 ,2 ,33 ,89500 ,80000 ,48000 ,-11%,,,0.60 ,32000 
795,도봉1,도봉, 도봉구 노해로 341,서울창동초,4 ,48 ,60 ,43 ,창동삼성래미안,구축,1992 ,대단지,1668 ,계단식,3 ,1 ,28 ,92900 ,80000 ,43000 ,-14%,,,0.54 ,37000 
813,도봉2,도봉, 도봉구 마들로 684,서울창도초,3 ,60 ,70 ,53 ,방학 대상타운현대,준신축,2001 ,대단지,1278 ,계단식,3 ,2 ,33 ,102900 ,80000 ,55000 ,-22%,,,0.69 ,25000 
930,동대문3,동대문, 동대문구 답십리로 111,서울군자초,5 ,35 ,27 ,28 ,답십리두산,준신축,2000 ,중단지,739 ,복도식,3 ,1 ,25 ,83700 ,80000 ,56000 ,-4%,,,0.70 ,24000 
1282,서대문3,서대문, 서대문구 통일로 315,서울홍제초,5 ,45 ,35 ,18 ,인왕산현대힐스테이트,준신축,2000 ,중단지,700 ,복도식,3 ,1 ,25 ,87000 ,80000 ,46000 ,-8%,,,0.58 ,34000 
1600,성북4,성북, 성북구 보국문로16길 10,서울정수초,5 ,50 ,45 ,35 ,정릉힐스테이트3차,준신축,2008 ,중단지,522 ,계단식,3 ,2 ,33 ,94000 ,80000 ,55000 ,-15%,,,0.69 ,25000 
2187,은평4,은평, 은평구 은평로 55,은명초등학교,8 ,55 ,35 ,35 ,신사 응암역효성해링턴플레이스,신축,2019 ,소단지,380 ,계단식,3 ,2 ,29 ,87000 ,80000 ,50000 ,-8%,,,0.63 ,30000 
787,노원3,노원, 노원구 노원로1길 67,서울태릉초,5 ,40 ,50 ,45 ,공릉 9단지청솔,준신축,2000 ,소단지,297 ,계단식,3 ,2 ,33 ,89300 ,81000 ,48000 ,-9%,,,0.59 ,33000 
839,동대문4,동대문, 동대문구 한천로 258,서울휘봉초,5 ,50 ,43 ,40 ,휘경동일하이빌,준신축,2005 ,소단지,216 ,계단식,3 ,2 ,33 ,86000 ,81000 ,52000 ,-6%,,,0.64 ,29000 
1856,송파4,송파, 송파구 양재대로127길 34,서울영풍초,6 ,40 ,55 ,55 ,거여우방1차,구축,1999 ,소단지,257 ,복도식,3 ,1 ,25 ,86700 ,81000 ,45000 ,-7%,,,0.56 ,36000 
728,금천2,금천,금천구 시흥대로 165,서울문백초,5 ,48 ,32 ,44 ,시흥 남서울힐스테이트,준신축,2014 ,대단지,1764 ,계단식,3 ,2 ,24 ,87900 ,82000 ,50000 ,-7%,,,0.61 ,32000 
781,노원3,노원, 노원구 섬밭로 79,서울공릉초,5 ,42 ,52 ,40 ,공릉 풍림아이원,준신축,2001 ,대단지,1601 ,계단식,3 ,2 ,33 ,100000 ,82000 ,46000 ,-18%,,,0.56 ,36000 
1613,성북3,성북, 성북구 솔샘로 31,서울숭덕초,5 ,55 ,48 ,35 ,정릉e편한세상2차,준신축,2009 ,중단지,527 ,계단식,3 ,2 ,25 ,87500 ,82000 ,48000 ,-6%,,,0.59 ,34000 
1903,양천4,양천, 양천구 신정로11길 56,서울신은초,7 ,55 ,30 ,40 ,푸른마을4,준신축,2002 ,소단지,390 ,계단식,3 ,2 ,33 ,92000 ,82000 ,39400 ,-11%,,,0.48 ,42600 
2227,은평3,은평, 은평구 통일로 760,불광초등학교,8 ,52 ,48 ,28 ,불광 북한산힐스테이트1,준신축,2009 ,중단지,603 ,계단식,3 ,2 ,25 ,86000 ,82000 ,48000 ,-5%,,,0.59 ,34000 
2308,중랑3,중랑, 중랑구 신내로19길 2,신내초등학교,4 ,55 ,65 ,50 ,신내 동성3차,구축,1997 ,중단지,800 ,계단식,3 ,2 ,33 ,79000 ,82000 ,47000 ,4%,,,0.57 ,35000 
525,강서3,강서,강서구 화곡로65길 41,서울등촌초,5 ,44 ,20 ,33 ,등촌 대동황토방1차,준신축,2000 ,소단지,241 ,복도식,3 ,1 ,24 ,62300 ,83000 ,47000 ,33%,,,0.57 ,36000 
681,구로3,구로,구로구 천왕로 29,서울천왕초,4 ,50 ,40 ,45 ,천왕 이펜하우스3,준신축,2011 ,대단지,1044 ,계단식,3 ,2 ,33 ,76000 ,83000 ,50000 ,9%,,,0.60 ,33000 
720,구로2,구로,구로구 경인로 311,서울경인초,4 ,46 ,26 ,39 ,개봉 한마을,구축,1999 ,대단지,1983 ,계단식,3 ,1 ,24 ,86000 ,83000 ,48000 ,-3%,,,0.58 ,35000 
745,노원2,노원,노원구 중계로 170,서울중계초,5 ,55 ,65 ,48 ,중계 한화꿈에그린,준신축,2005 ,소단지,448 ,계단식,3 ,2 ,33 ,104500 ,83000 ,58000 ,-21%,,,0.70 ,25000 
788,도봉3,도봉, 도봉구 마들로 550,서울월천초,4 ,52 ,65 ,48 ,태영창동데시앙,준신축,2003 ,중단지,958 ,계단식,3 ,2 ,33 ,91000 ,83000 ,50000 ,-9%,,,0.60 ,33000 
1605,성북3,성북, 성북구 보국문로16길 65,서울정수초,4 ,52 ,45 ,35 ,정릉푸르지오,준신축,2005 ,소단지,403 ,계단식,3 ,2 ,33 ,88300 ,84000 ,40000 ,-5%,,,0.48 ,44000 
2152,은평3,은평, 은평구 백련산로 35,응암초등학교,6 ,63 ,48 ,38 ,응암 백련산힐스테이트1차,준신축,2011 ,대단지,1106 ,계단식,3 ,2 ,32 ,100000 ,84000 ,56000 ,-16%,,,0.67 ,28000 
738,노원2,노원,노원구 노원로 252,서울골든초,4 ,48 ,58 ,41 ,하계 청구,구축,1988 ,중단지,660 ,계단식,3 ,2 ,30 ,98000 ,84500 ,56000 ,-14%,,,0.66 ,28500 
438,강서4,강서,강서구 금낭화로 222,서울삼정초,5 ,62 ,36 ,49 ,방화 동성,구축,1993 ,중단지,686 ,계단식,3 ,2 ,31 ,97000 ,85000 ,50000 ,-12%,,,0.59 ,35000 
444,강서4,강서,강서구 방화대로47길 11,서울방화초,3 ,54 ,27 ,41 ,방화 개화산동부센트레빌,준신축,2003 ,소단지,205 ,계단식,3 ,2 ,32 ,79400 ,85000 ,60000 ,7%,,,0.71 ,25000 
603,관악2,관악,관악구 성현로 80,서울구암초,6 ,32 ,38 ,35 ,관악드림타운,준신축,2003 ,대단지,3544 ,복도식,2 ,1 ,25 ,89000 ,85000 ,48000 ,-4%,,,0.56 ,37000 
760,노원1,노원, 노원구 마들로 111,서울한천초,5 ,48 ,40 ,32 ,월계 미륭 미성 삼호,구축,1986 ,대단지,3930 ,복도식,2 ,1 ,20 ,87500 ,85000 ,23000 ,-3%,,,0.27 ,62000 
796,도봉1,도봉, 도봉구 노해로 341,서울창동초,4 ,48 ,60 ,43 ,창동삼성래미안,구축,1992 ,대단지,1668 ,계단식,3 ,2 ,31 ,110000 ,85000 ,48000 ,-23%,,,0.56 ,37000 
875,동대문3,동대문, 동대문구 전농로 222,서울전농초,4 ,42 ,35 ,32 ,전농sk아파트,준신축,2000 ,대단지,1830 ,계단식,3 ,1 ,25 ,87500 ,85000 ,45000 ,-3%,,,0.53 ,40000 
1589,성북3,성북, 성북구 동소문로13길 72,서울돈암초,5~10,45 ,35 ,22 ,한신한진,구축,1998 ,대단지,4509 ,계단식,3 ,2 ,33 ,98500 ,85000 ,54000 ,-14%,,,0.64 ,31000 
364,강서2,강서,강서구 양천로71길 9,서울염창초,6 ,43 ,16 ,29 ,염창 염창동아1차,구축,1998 ,중단지,778 ,복도식,3 ,1 ,25 ,86000 ,86000 ,55000 ,0%,,,0.64 ,31000 
1701,성북3,성북, 성북구 숭인로 30,서울미아초,5 ,48 ,45 ,32 ,길음동부센트레빌,준신축,2003 ,대단지,1377 ,계단식,3 ,2 ,25 ,90500 ,86000 ,50000 ,-5%,,,0.58 ,36000 
2225,은평3,은평, 은평구 불광로 122,불광초등학교,6 ,55 ,50 ,30 ,불광 북한산힐스테이트3,준신축,2010 ,대단지,1185 ,계단식,3 ,2 ,24 ,95000 ,86000 ,47000 ,-9%,,,0.55 ,39000 
2266,종로3,종로, 종로구 숭인동 766,숭신초등학교,5 ,40 ,35 ,20 ,종로청계힐스테이트,준신축,2009 ,소단지,288 ,계단식,2 ,2 ,25 ,97500 ,86000 ,52000 ,-12%,,,0.60 ,34000 
308,강북1,강북,강북구 오현로9길 85,서울송중초,6 ,50 ,54 ,38 ,미아 꿈의숲해링턴플레이스,신축,2019 ,대단지,1028 ,계단식,3 ,2 ,24 ,93800 ,87000 ,50000 ,-7%,,,0.57 ,37000 
403,강서4,강서,강서구 양천로11길 11,서울방화초,5 ,55 ,28 ,42 ,방화 신마곡벽산블루밍,신축,2020 ,소단지,298 ,계단식,3 ,2 ,24 ,0 ,87000 ,55000 ,#DIV/0!,,,0.63 ,32000 
685,구로3,구로,구로구 경인로20가길 38,서울오류남초,7 ,58 ,43 ,50 ,오류동 금강수목원,준신축,2003 ,중단지,620 ,계단식,3 ,2 ,33 ,105000 ,87000 ,46000 ,-17%,,,0.53 ,41000 
717,구로3,구로,구로구 개봉로 1,서울개봉초,5 ,50 ,30 ,43 ,개봉 현대1,준신축,2001 ,대단지,2412 ,계단식,3 ,2 ,33 ,101000 ,87000 ,52000 ,-14%,,,0.60 ,35000 
722,구로2,구로,구로구 개봉로1길 118,서울개명초,6 ,58 ,38 ,51 ,개봉 푸르지오,준신축,2014 ,중단지,978 ,계단식,3 ,2 ,24 ,85000 ,87000 ,50000 ,2%,,,0.57 ,37000 
762,노원2,노원, 노원구 월계로45가길 94,서울연지초,6 ,56 ,46 ,39 ,월계 꿈의숲sk뷰,신축,2016 ,중단지,504 ,계단식,3 ,2 ,24 ,90500 ,87000 ,46000 ,-4%,,,0.53 ,41000 
768,노원3,노원, 노원구 덕릉로 662,서울중계초,7 ,55 ,65 ,48 ,상계 중계센트럴파크,신축,2016 ,소단지,457 ,계단식,3 ,2 ,33 ,100000 ,87000 ,62000 ,-13%,,,0.71 ,25000 
920,동대문3,동대문, 동대문구 사가정로 142,서울배봉초,3 ,47 ,41 ,38 ,동대문퍼스트데시앙,신축,2019 ,소단지,469 ,계단식,3 ,2 ,25 ,95000 ,87000 ,60000 ,-8%,,,0.69 ,27000 
1260,서대문2,서대문, 서대문구 통일로 345-1,서울인왕초,5 ,45 ,32 ,15 ,홍제역해링턴플레이스,신축,2021 ,대단지,1116 ,계단식,2 ,1 ,17 ,0 ,87000 ,50000 ,#DIV/0!,,,0.57 ,37000 
2159,은평3,은평, 은평구 응암로 333,응암초등학교,8 ,55 ,40 ,30 ,응암 백련산파크자이,신축,2021 ,중단지,678 ,계단식,3 ,2 ,24 ,99000 ,87000 ,54000 ,-12%,,,0.62 ,33000 
2206,은평1,은평, 은평구 수색로 217,수색초등학교,10 ,52 ,25 ,30 ,수색 DMC청구,준신축,2000 ,소단지,196 ,계단식,3 ,1 ,24 ,94000 ,87000 ,48000 ,-7%,,,0.55 ,39000 
528,강서3,강서,강서구 화곡로 398,서울등양초,8 ,44 ,18 ,31 ,등촌 가양역두산위브,신축,2022 ,소단지,220 ,계단식,3 ,2 ,19 ,78000 ,88000 ,55000 ,13%,,,0.63 ,33000 
715,구로3,구로,구로구 고척로52길 48,서울고척초,6 ,55 ,35 ,48 ,고척 벽산베스트블루밍,준신축,2010 ,소단지,339 ,계단식,3 ,2 ,33 ,87000 ,88000 ,53000 ,1%,,,0.60 ,35000 
861,동대문3,동대문, 동대문구 황물로 132,서울답십리초,5 ,40 ,32 ,32 ,중앙하이츠빌,준신축,2002 ,소단지,302 ,계단식,2 ,1 ,25 ,78000 ,88000 ,41000 ,13%,,,0.47 ,47000 
524,강서3,강서,강서구 화곡로65길 41,서울등촌초,5 ,44 ,20 ,33 ,등촌 대동황토방1차,준신축,2000 ,소단지,241 ,계단식,3 ,1 ,24 ,71000 ,89000 ,48000 ,25%,,,0.54 ,41000 
778,노원2,노원, 노원구 한글비석로 383,서울상계초,8 ,53 ,65 ,45 ,상계 노원센트럴푸르지오,신축,2020 ,중단지,810 ,계단식,3 ,2 ,24 ,101500 ,89000 ,51000 ,-12%,,,0.57 ,38000 
929,동대문3,동대문, 동대문구 답십리로 111,서울군자초,5 ,35 ,27 ,28 ,답십리두산,준신축,2000 ,중단지,739 ,계단식,3 ,2 ,33 ,100500 ,89000 ,56000 ,-11%,,,0.63 ,33000 
705,구로2,구로,구로구 구로중앙로 20,서울미래초,5 ,38 ,18 ,28 ,구로 신도림롯데,구축,1999 ,중단지,718 ,계단식,3 ,1 ,24 ,87000 ,89500 ,60000 ,3%,,,0.67 ,29500 
306,강북1,강북,강북구 인수봉로 75,서울송천초,7 ,48 ,52 ,36 ,미아 래미안트리베라1,준신축,2010 ,대단지,1247 ,계단식,3 ,2 ,24 ,91700 ,90000 ,47000 ,-2%,,,0.52 ,43000 
602,관악2,관악,관악구 성현로 80,서울구암초,6 ,32 ,38 ,35 ,관악드림타운,준신축,2003 ,대단지,3544 ,계단식,3 ,1 ,25 ,94000 ,90000 ,51000 ,-4%,,,0.57 ,39000 
692,구로2,구로,구로구 경인로63길 21,서울신도림초,5 ,38 ,18 ,28 ,신도림 현대,구축,1999 ,소단지,260 ,복도식,3 ,1 ,24 ,93500 ,90000 ,40000 ,-4%,,,0.44 ,50000 
721,구로2,구로,구로구 경인로 311,서울경인초,4 ,46 ,26 ,39 ,개봉 한마을,구축,1999 ,대단지,1983 ,계단식,3 ,2 ,33 ,100000 ,90000 ,52000 ,-10%,,,0.58 ,38000 
723,구로2,구로,구로구 개봉로1길 118,서울개명초,6 ,58 ,38 ,51 ,개봉 푸르지오,준신축,2014 ,중단지,978 ,계단식,3 ,2 ,33 ,105000 ,90000 ,54000 ,-14%,,,0.60 ,36000 
752,노원2,노원, 노원구 중계로 230,서울을지초,5 ,60 ,70 ,53 ,중계 경남 롯데 상아,구축,1989 ,대단지,1890 ,계단식,3 ,2 ,33 ,99000 ,90000 ,53000 ,-9%,,,0.59 ,37000 
754,노원3,노원, 노원구 월계로 320,서울신계초,6 ,55 ,45 ,42 ,월계 풍림아이원,준신축,2005 ,소단지,484 ,계단식,3 ,2 ,24 ,88000 ,90000 ,38000 ,2%,,,0.42 ,52000 
764,노원1,노원, 노원구 동일로 1519,서울상계초,4 ,50 ,62 ,42 ,상계 포레나노원,신축,2020 ,대단지,1062 ,계단식,3 ,2 ,24 ,98700 ,90000 ,60000 ,-9%,,,0.67 ,30000 
782,노원3,노원, 노원구 공릉로 232,서울공연초,6 ,40 ,50 ,45 ,공릉 태릉해링턴플레이스,신축,2022 ,대단지,1308 ,계단식,3 ,2 ,24 ,100000 ,90000 ,53000 ,-10%,,,0.59 ,37000 
885,동대문3,동대문, 동대문구 장한로25길 55,서울장평초(공립),6 ,40 ,38 ,40 ,장안래미안1차,준신축,2003 ,중단지,558 ,계단식,3 ,2 ,25 ,97000 ,90000 ,53000 ,-7%,,,0.59 ,37000 
1612,성북3,성북, 성북구 솔샘로 31,서울숭덕초,5 ,55 ,48 ,35 ,정릉e편한세상2차,준신축,2009 ,중단지,527 ,계단식,3 ,2 ,33 ,96500 ,90000 ,62000 ,-7%,,,0.69 ,28000 
1909,양천3,양천, 양천구 신정로13길 7,서울신기초,6 ,52 ,28 ,38 ,신트리1,구축,1999 ,중단지,997 ,복도식,3 ,1 ,25 ,88900 ,90000 ,38000 ,1%,,,0.42 ,52000 
2189,은평4,은평, 은평구 은평로 55,은명초등학교,8 ,55 ,35 ,35 ,신사 응암역효성해링턴플레이스,신축,2019 ,소단지,380 ,계단식,3 ,2 ,30 ,97800 ,90000 ,55000 ,-8%,,,0.61 ,35000 
2213,은평1,은평, 은평구 수색로 260,수색초등학교,8 ,52 ,25 ,30 ,수색 DMC롯데캐슬더퍼스트,신축,2021 ,대단지,1192 ,계단식,2 ,1 ,22 ,0 ,90000 ,45000 ,#DIV/0!,,,0.50 ,45000 
2310,중랑3,중랑, 중랑구 신내로 124,신내초등학교,6 ,55 ,65 ,50 ,신내 데시앙,준신축,2010 ,대단지,1326 ,계단식,3 ,2 ,33 ,100000 ,90000 ,55000 ,-10%,,,0.61 ,35000 
2316,중랑2,중랑, 중랑구 동일로 932,신묵초등학교,3 ,50 ,55 ,40 ,묵동 아이파크,준신축,2002 ,중단지,601 ,계단식,3 ,2 ,33 ,100000 ,90000 ,62000 ,-10%,,,0.69 ,28000 
2317,중랑2,중랑, 중랑구 숙선옹주로 7,원묵초등학교,5 ,50 ,60 ,45 ,묵동 E편한세상화랑대,신축,2017 ,중단지,719 ,계단식,3 ,2 ,24 ,90500 ,90000 ,55000 ,-1%,,,0.61 ,35000 
2327,중랑2,중랑, 중랑구 양원역로 100,망우초등학교,8 ,60 ,65 ,50 ,망우 신내금강팬테리움센트럴파크,신축,2021 ,소단지,490 ,계단식,3 ,2 ,33 ,85000 ,90000 ,60000 ,6%,,,0.67 ,30000 
389,강서2,강서,강서구 양천로 646,서울염동초,3 ,40 ,13 ,28 ,염창 e편한세상,신축,2019 ,소단지,499 ,계단식,2 ,1 ,22 ,0 ,91000 ,60000 ,#DIV/0!,,,0.66 ,31000 
798,도봉1,도봉, 도봉구 해등로 125,서울창일초,5 ,54 ,67 ,49 ,창동 북한산아이파크,준신축,2004 ,대단지,2061 ,계단식,3 ,2 ,33 ,120000 ,91000 ,55000 ,-24%,,,0.60 ,36000 
2167,은평3,은평, 은평구 은평로 250,은평초등학교,3 ,52 ,42 ,25 ,응암 녹번역센트레빌,준신축,2013 ,소단지,350 ,계단식,3 ,2 ,33 ,97500 ,91000 ,57000 ,-7%,,,0.63 ,34000 
601,관악2,관악,관악구 성현로 80,서울구암초,6 ,32 ,38 ,35 ,관악드림타운,준신축,2003 ,대단지,3544 ,복도식,3 ,1 ,25 ,92400 ,92000 ,50000 ,0%,,,0.54 ,42000 
708,구로1,구로,구로구 중앙로6길 17,서울덕의초,5 ,52 ,32 ,45 ,고척파크푸르지오,준신축,2009 ,중단지,662 ,계단식,3 ,2 ,24 ,103000 ,92000 ,51000 ,-11%,,,0.55 ,41000 
2224,은평3,은평, 은평구 불광로 122,불광초등학교,6 ,55 ,50 ,30 ,불광 북한산힐스테이트3,준신축,2010 ,대단지,1185 ,계단식,3 ,2 ,33 ,108500 ,92000 ,51700 ,-15%,,,0.56 ,40300 
729,금천2,금천,금천구 시흥대로 165,서울문백초,5 ,48 ,32 ,44 ,시흥 남서울힐스테이트,준신축,2014 ,대단지,1764 ,계단식,3 ,2 ,33 ,113000 ,92900 ,57000 ,-18%,,,0.61 ,35900 
712,구로3,구로,구로구 경인로 382,서울경인초,5 ,48 ,28 ,41 ,고척 삼환로즈빌,준신축,2004 ,중단지,600 ,계단식,3 ,2 ,24 ,83000 ,93000 ,58000 ,12%,,,0.62 ,35000 
726,금천1,금천,금천구 시흥대로 301,서울나래초,4 ,45 ,28 ,40 ,시흥 롯데캐슬골드파크1차,신축,2016 ,대단지,1743 ,계단식,3 ,2 ,24 ,104000 ,93000 ,60000 ,-11%,,,0.65 ,33000 
763,노원2,노원, 노원구 월계로45가길 94,서울연지초,6 ,56 ,46 ,39 ,월계 꿈의숲sk뷰,신축,2016 ,중단지,504 ,계단식,3 ,2 ,33 ,115750 ,93000 ,55000 ,-20%,,,0.59 ,38000 
791,도봉1,도봉, 도봉구 마들로 740,서울창원초,3 ,55 ,68 ,50 ,창동주공18,구축,1988 ,중단지,910 ,계단식,3 ,1 ,30 ,83000 ,93000 ,27000 ,12%,,,0.29 ,66000 
1620,성북3,성북, 성북구 오패산로 46,서울월곡초,4 ,45 ,42 ,35 ,월곡래미안루나밸리,준신축,2007 ,중단지,787 ,계단식,3 ,2 ,25 ,100000 ,93000 ,50000 ,-7%,,,0.54 ,43000 
1651,성북3,성북, 성북구 월곡로14길 26,서울숭인초,6 ,45 ,42 ,35 ,래미안월곡,준신축,2006 ,대단지,1372 ,계단식,3 ,2 ,25 ,89200 ,93000 ,48000 ,4%,,,0.52 ,45000 
1921,양천3,양천, 양천구 중앙로29길 26,서울금옥초,5 ,52 ,28 ,38 ,신정뉴타운롯데캐슬,준신축,2014 ,중단지,930 ,계단식,3 ,2 ,25 ,98000 ,93000 ,50000 ,-5%,,,0.54 ,43000 
1300,서대문3,서대문, 서대문구 홍은중앙로 72,서울홍은초,10 ,55 ,40 ,25 ,북한산두산위브,신축,2020 ,소단지,497 ,계단식,3 ,2 ,33 ,110000 ,94000 ,49000 ,-15%,,,0.52 ,45000 
1715,성북2,성북, 성북구 길음로 42,서울길음초,5 ,50 ,45 ,35 ,길음뉴타운4단지e편한세상,준신축,2005 ,대단지,1605 ,계단식,3 ,2 ,25 ,90000 ,94000 ,49000 ,4%,,,0.52 ,45000 
309,강북1,강북,강북구 오현로9길 85,서울송중초,6 ,50 ,54 ,38 ,미아 꿈의숲해링턴플레이스,신축,2019 ,대단지,1028 ,계단식,3 ,2 ,33 ,113000 ,95000 ,60000 ,-16%,,,0.63 ,35000 
529,강서3,강서,강서구 화곡로 398,서울등양초,8 ,44 ,18 ,31 ,등촌 가양역두산위브,신축,2022 ,소단지,220 ,계단식,3 ,2 ,23 ,90900 ,95000 ,63000 ,5%,,,0.66 ,32000 
559,강서3,강서,강서구 양천로 510,서울가양초,6 ,42 ,15 ,28 ,가양 강나루현대,구축,1999 ,중단지,642 ,계단식,3 ,1 ,24 ,92900 ,95000 ,53000 ,2%,,,0.56 ,42000 
735,노원2,노원,노원구 섬밭로 196,서울연촌초,5 ,45 ,55 ,38 ,하계 현대우성,구축,1988 ,대단지,1320 ,계단식,3 ,1 ,26 ,106500 ,95000 ,48000 ,-11%,,,0.51 ,47000 
797,도봉1,도봉, 도봉구 도봉로136길 111,서울창원초,6 ,53 ,66 ,48 ,창동대림e편한세상,준신축,2003 ,소단지,205 ,계단식,3 ,2 ,33 ,100000 ,95000 ,55000 ,-5%,,,0.58 ,40000 
1655,성북3,성북, 성북구 숭인로 50,서울미아초,7 ,48 ,45 ,32 ,래미안세레니티,준신축,2009 ,중단지,955 ,계단식,3 ,2 ,25 ,97500 ,95000 ,50000 ,-3%,,,0.53 ,45000 
1700,성북3,성북, 성북구 숭인로 30,서울미아초,5 ,48 ,45 ,32 ,길음동부센트레빌,준신축,2003 ,대단지,1377 ,계단식,3 ,2 ,33 ,109000 ,95000 ,60000 ,-13%,,,0.63 ,35000 
2121,은평2,은평, 은평구 통일로 1045,신도초등학교,4 ,52 ,45 ,28 ,진관 은평뉴타운박석고개힐스테이트1,준신축,2009 ,중단지,947 ,계단식,3 ,2 ,24 ,97000 ,95000 ,52000 ,-2%,,,0.55 ,43000 
2168,은평1,은평, 은평구 은평로 220,은평초등학교,5 ,50 ,40 ,22 ,응암 녹번역e편한세상캐슬,신축,2020 ,대단지,2569 ,계단식,2 ,1 ,20 ,89000 ,95000 ,51000 ,7%,,,0.54 ,44000 
2190,은평4,은평, 은평구 은평로 55,은명초등학교,8 ,55 ,35 ,35 ,신사 응암역효성해링턴플레이스,신축,2019 ,소단지,380 ,계단식,3 ,2 ,34 ,96000 ,95000 ,58000 ,-1%,,,0.61 ,37000 
2259,종로4,종로, 종로구 창신6길 21,창신초등학교,5 ,45 ,40 ,20 ,창신쌍용1,구축,1992 ,중단지,585 ,복도식,3 ,1 ,33 ,0 ,95000 ,48000 ,#DIV/0!,,,0.51 ,47000 
2268,종로3,종로, 종로구 숭인동 1445,명신초등학교,7 ,45 ,40 ,22 ,종로센트레빌,준신축,2008 ,소단지,416 ,계단식,3 ,2 ,25 ,98000 ,95000 ,52000 ,-3%,,,0.55 ,43000 
2128,은평2,은평, 은평구 진관3로 70,신도초등학교,12 ,56 ,46 ,32 ,진관 은평뉴타운구파발9래미안,준신축,2010 ,소단지,486 ,계단식,3 ,2 ,31 ,104000 ,96000 ,57000 ,-8%,,,0.59 ,39000 
2160,은평3,은평, 은평구 응암로 333,응암초등학교,8 ,55 ,40 ,30 ,응암 백련산파크자이,신축,2021 ,중단지,678 ,계단식,3 ,2 ,33 ,116000 ,96000 ,58000 ,-17%,,,0.60 ,38000 
2319,중랑2,중랑, 중랑구 면목로45길 52,면동초등학교,7 ,40 ,55 ,45 ,면목 한양수자인사가정파크,신축,2019 ,소단지,497 ,계단식,3 ,2 ,24 ,82500 ,96000 ,60000 ,16%,,,0.63 ,36000 
307,강북1,강북,강북구 인수봉로 75,서울송천초,7 ,48 ,52 ,36 ,미아 래미안트리베라1,준신축,2010 ,대단지,1247 ,계단식,3 ,2 ,33 ,108500 ,97000 ,61000 ,-11%,,,0.63 ,36000 
758,노원2,노원, 노원구 월계로45가길 94,서울연지초,8 ,56 ,46 ,39 ,월계 센트럴아이파크,신축,2020 ,중단지,859 ,계단식,3 ,2 ,24 ,101000 ,97000 ,59000 ,-4%,,,0.61 ,38000 
2320,중랑2,중랑, 중랑구 면목로45길 52,면동초등학교,7 ,40 ,55 ,45 ,면목 한양수자인사가정파크,신축,2019 ,소단지,497 ,계단식,3 ,2 ,29 ,99000 ,97000 ,65000 ,-2%,,,0.67 ,32000 
1857,송파4,송파, 송파구 양재대로127길 34,서울영풍초,6 ,40 ,55 ,55 ,거여우방1차,구축,1999 ,소단지,257 ,계단식,3 ,2 ,33 ,95000 ,97800 ,53000 ,3%,,,0.54 ,44800 
404,강서4,강서,강서구 양천로11길 11,서울방화초,5 ,55 ,28 ,42 ,방화 신마곡벽산블루밍,신축,2020 ,소단지,298 ,계단식,3 ,2 ,29 ,0 ,98000 ,60000 ,#DIV/0!,,,0.61 ,38000 
405,강서4,강서,강서구 양천로11길 11,서울방화초,5 ,55 ,28 ,42 ,방화 신마곡벽산블루밍,신축,2020 ,소단지,298 ,계단식,3 ,2 ,35 ,0 ,98000 ,80000 ,#DIV/0!,,,0.82 ,18000 
801,도봉1,도봉, 도봉구 노해로 391,서울자운초,3 ,47 ,59 ,42 ,창동 동아청솔,구축,1997 ,대단지,1981 ,계단식,3 ,2 ,33 ,119900 ,98000 ,50000 ,-18%,,,0.51 ,48000 
1638,성북2,성북, 성북구 보문로13길 61,서울동신초,8 ,42 ,35 ,20 ,보문파크뷰자이,신축,2017 ,대단지,1186 ,계단식,2 ,1 ,20 ,90000 ,98000 ,51000 ,9%,,,0.52 ,47000 
2161,은평3,은평, 은평구 응암로 301,은명초등학교,7 ,55 ,35 ,32 ,응암 백련산sk뷰아이파크,신축,2020 ,대단지,1305 ,계단식,3 ,2 ,25 ,98000 ,99000 ,58000 ,1%,,,0.59 ,41000 
2236,은평3,은평, 은평구 불광로 14,불광초등학교,3 ,52 ,48 ,28 ,불광 롯데캐슬,신축,2018 ,중단지,588 ,계단식,3 ,2 ,24 ,97000 ,99000 ,53000 ,2%,,,0.54 ,46000 
